"pers_id","nombre","pergoomet_citations","pergoomet_yearfirst","pergoomet_yearlast","pergoomet_years","pergoomet_citespaper","pergoomet_citesyear","pergoomet_hindex","pergoomet_papers","pergoomet_eindex","pergoomet_awcr","pergoomet_awindex","pergoomet_gindex","pergoomet_hcindex","uniorg_id","uniorg_nombre","tipuniorg_id"
3922,"Ginna Milena Quiroga Cubides",18,2015,2022,9,0.69,2.0,3,26,1.41,4.9,2.21,3,3,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
3922,"Ginna Milena Quiroga Cubides",18,2015,2022,9,0.69,2.0,3,26,1.41,4.9,2.21,3,3,4305,"Sede Central",9
3923,"Christian Thomas Carvajal Bazurto",29,2014,2023,10,1.21,2.9,3,24,4.12,4.33,2.08,5,3,4230,"Microbiología y Nutrición Animal del Trópico",12
3923,"Christian Thomas Carvajal Bazurto",29,2014,2023,10,1.21,2.9,3,24,4.12,4.33,2.08,5,3,4231,"Pastos y forrajes tropicales",12
3923,"Christian Thomas Carvajal Bazurto",29,2014,2023,10,1.21,2.9,3,24,4.12,4.33,2.08,5,3,4290,"Centro de Investigación Nataima",9
3923,"Christian Thomas Carvajal Bazurto",29,2014,2023,10,1.21,2.9,3,24,4.12,4.33,2.08,5,3,4281,"Red de Innovación de Ganadería y Especies Menores",13
3924,"Remberto Rafael Martinez Figueroa",0,2022,2023,2,0.0,0.0,0,5,0.0,0.0,0.0,0,0,4294,"Centro de Investigación Turipaná",9
3924,"Remberto Rafael Martinez Figueroa",0,2022,2023,2,0.0,0.0,0,5,0.0,0.0,0.0,0,0,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
3924,"Remberto Rafael Martinez Figueroa",0,2022,2023,2,0.0,0.0,0,5,0.0,0.0,0.0,0,0,4275,"Red de Innovación de Raíces y Tubérculos",13
3928,"Carlos Esteban Brochero Bustamante",18,2012,2023,12,1.64,1.5,2,11,3.16,4.0,2.0,4,2,4282,"Centro de Investigación Caribia",9
3928,"Carlos Esteban Brochero Bustamante",18,2012,2023,12,1.64,1.5,2,11,3.16,4.0,2.0,4,2,4279,"Red de Innovación de Frutales",13
3928,"Carlos Esteban Brochero Bustamante",18,2012,2023,12,1.64,1.5,2,11,3.16,4.0,2.0,4,2,4236,"Sistemas agrícolas del trópico (SAT)",12
3932,"Nancy Yohana Grisales Vasquez",20,2010,2022,14,1.33,1.43,3,15,3.0,2.89,1.7,4,2,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
3932,"Nancy Yohana Grisales Vasquez",20,2010,2022,14,1.33,1.43,3,15,3.0,2.89,1.7,4,2,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
3932,"Nancy Yohana Grisales Vasquez",20,2010,2022,14,1.33,1.43,3,15,3.0,2.89,1.7,4,2,4235,"Rizosfera",12
3932,"Nancy Yohana Grisales Vasquez",20,2010,2022,14,1.33,1.43,3,15,3.0,2.89,1.7,4,2,4287,"Centro de Investigación La Selva",9
3933,"Carlos Rafael Castillo Saldarriaga",154,2007,2021,17,4.28,9.06,6,36,9.85,14.91,3.86,12,4,4305,"Sede Central",9
3933,"Carlos Rafael Castillo Saldarriaga",154,2007,2021,17,4.28,9.06,6,36,9.85,14.91,3.86,12,4,4217,"Bioproductos y Bioprocesos Agropecuarios ",12
3933,"Carlos Rafael Castillo Saldarriaga",154,2007,2021,17,4.28,9.06,6,36,9.85,14.91,3.86,12,4,4281,"Red de Innovación de Ganadería y Especies Menores",13
3935,"Michael Jair Arizala Quiñones",30,2011,2011,13,30.0,2.31,1,1,5.39,2.31,1.52,1,1,4277,"Red de Innovación de Cultivos Permanentes",13
3935,"Michael Jair Arizala Quiñones",30,2011,2011,13,30.0,2.31,1,1,5.39,2.31,1.52,1,1,4284,"Centro de Investigación El Mira",9
3937,"Jose Luis Rodriguez Vitola",5,2019,2023,5,0.56,1.0,1,9,2.0,1.0,1.0,2,1,4294,"Centro de Investigación Turipaná",9
3937,"Jose Luis Rodriguez Vitola",5,2019,2023,5,0.56,1.0,1,9,2.0,1.0,1.0,2,1,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3937,"Jose Luis Rodriguez Vitola",5,2019,2023,5,0.56,1.0,1,9,2.0,1.0,1.0,2,1,4277,"Red de Innovación de Cultivos Permanentes",13
3938,"Ana Milena Vasquez Bettin",0,2019,2019,5,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4236,"Sistemas agrícolas del trópico (SAT)",12
3938,"Ana Milena Vasquez Bettin",0,2019,2019,5,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4294,"Centro de Investigación Turipaná",9
3938,"Ana Milena Vasquez Bettin",0,2019,2019,5,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4280,"Red de Innovación de Cacao",13
3942,"Adelina Rosa Caballero Lopez",10,2017,2022,7,0.91,1.43,2,11,2.24,2.97,1.72,3,2,4289,"Centro de Investigación Motilonia",9
3942,"Adelina Rosa Caballero Lopez",10,2017,2022,7,0.91,1.43,2,11,2.24,2.97,1.72,3,2,4280,"Red de Innovación de Cacao",13
3942,"Adelina Rosa Caballero Lopez",10,2017,2022,7,0.91,1.43,2,11,2.24,2.97,1.72,3,2,4236,"Sistemas agrícolas del trópico (SAT)",12
3943,"Ayda Fernanda Barona Rodriguez",14,2018,2023,6,0.54,2.33,3,26,2.0,3.67,1.91,3,3,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
3943,"Ayda Fernanda Barona Rodriguez",14,2018,2023,6,0.54,2.33,3,26,2.0,3.67,1.91,3,3,4295,"Sede Cimpa",9
3943,"Ayda Fernanda Barona Rodriguez",14,2018,2023,6,0.54,2.33,3,26,2.0,3.67,1.91,3,3,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3945,"Juan David Hernandez Arredondo",131,2012,2023,12,5.24,10.92,5,25,9.85,16.09,4.01,11,4,4285,"Centro de Investigación El Nus",9
3945,"Juan David Hernandez Arredondo",131,2012,2023,12,5.24,10.92,5,25,9.85,16.09,4.01,11,4,4277,"Red de Innovación de Cultivos Permanentes",13
3945,"Juan David Hernandez Arredondo",131,2012,2023,12,5.24,10.92,5,25,9.85,16.09,4.01,11,4,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
3948,"Ruddy Lizette Huertas Beltran",2,2023,2023,1,0.5,2.0,1,4,0.0,1.0,1.0,1,1,4285,"Centro de Investigación El Nus",9
3948,"Ruddy Lizette Huertas Beltran",2,2023,2023,1,0.5,2.0,1,4,0.0,1.0,1.0,1,1,4280,"Red de Innovación de Cacao",13
3948,"Ruddy Lizette Huertas Beltran",2,2023,2023,1,0.5,2.0,1,4,0.0,1.0,1.0,1,1,4218,"Bioprospección de Biomoléculas y Microorganismos con Aplicaciones Agropecuarias",12
3951,"Urley Adrian Perez Moncada",136,2011,2022,13,4.12,10.46,7,33,7.81,23.82,4.88,11,6,4279,"Red de Innovación de Frutales",13
3951,"Urley Adrian Perez Moncada",136,2011,2022,13,4.12,10.46,7,33,7.81,23.82,4.88,11,6,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3951,"Urley Adrian Perez Moncada",136,2011,2022,13,4.12,10.46,7,33,7.81,23.82,4.88,11,6,4293,"Centro de Investigación Tibaitatá",9
3952,"Sonia Mercedes Polo Murcia",46,2018,2023,6,1.7,7.67,4,27,3.87,20.2,4.49,6,6,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
3952,"Sonia Mercedes Polo Murcia",46,2018,2023,6,1.7,7.67,4,27,3.87,20.2,4.49,6,6,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
3952,"Sonia Mercedes Polo Murcia",46,2018,2023,6,1.7,7.67,4,27,3.87,20.2,4.49,6,6,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
3952,"Sonia Mercedes Polo Murcia",46,2018,2023,6,1.7,7.67,4,27,3.87,20.2,4.49,6,6,4290,"Centro de Investigación Nataima",9
3954,"Mauricio Soto Suarez",618,2003,2024,21,9.97,29.43,12,62,20.07,116.04,10.77,24,10,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
3954,"Mauricio Soto Suarez",618,2003,2024,21,9.97,29.43,12,62,20.07,116.04,10.77,24,10,4275,"Red de Innovación de Raíces y Tubérculos",13
3954,"Mauricio Soto Suarez",618,2003,2024,21,9.97,29.43,12,62,20.07,116.04,10.77,24,10,4293,"Centro de Investigación Tibaitatá",9
3954,"Mauricio Soto Suarez",618,2003,2024,21,9.97,29.43,12,62,20.07,116.04,10.77,24,10,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
3957,"Nubia Liliana Cely Pardo",28,2006,2022,18,1.75,1.56,1,16,4.9,4.76,2.18,5,1,4293,"Centro de Investigación Tibaitatá",9
3957,"Nubia Liliana Cely Pardo",28,2006,2022,18,1.75,1.56,1,16,4.9,4.76,2.18,5,1,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
3957,"Nubia Liliana Cely Pardo",28,2006,2022,18,1.75,1.56,1,16,4.9,4.76,2.18,5,1,4275,"Red de Innovación de Raíces y Tubérculos",13
3960,"Jeyson Fernando Garrido Pineda",21,2019,2023,5,1.31,4.2,3,16,3.16,6.67,2.58,4,4,4281,"Red de Innovación de Ganadería y Especies Menores",13
3960,"Jeyson Fernando Garrido Pineda",21,2019,2023,5,1.31,4.2,3,16,3.16,6.67,2.58,4,4,4294,"Centro de Investigación Turipaná",9
3960,"Jeyson Fernando Garrido Pineda",21,2019,2023,5,1.31,4.2,3,16,3.16,6.67,2.58,4,4,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3961,"Zaida Xiomara Sarmiento Naizaque",24,2016,2021,8,2.4,3.0,3,10,3.46,4.68,2.16,4,3,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
3961,"Zaida Xiomara Sarmiento Naizaque",24,2016,2021,8,2.4,3.0,3,10,3.46,4.68,2.16,4,3,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
3961,"Zaida Xiomara Sarmiento Naizaque",24,2016,2021,8,2.4,3.0,3,10,3.46,4.68,2.16,4,3,4293,"Centro de Investigación Tibaitatá",9
3964,"Liliana Maria Grandett Martinez",128,1995,2023,29,1.62,4.41,6,79,5.57,33.53,5.79,9,6,4280,"Red de Innovación de Cacao",13
3964,"Liliana Maria Grandett Martinez",128,1995,2023,29,1.62,4.41,6,79,5.57,33.53,5.79,9,6,4236,"Sistemas agrícolas del trópico (SAT)",12
3964,"Liliana Maria Grandett Martinez",128,1995,2023,29,1.62,4.41,6,79,5.57,33.53,5.79,9,6,4294,"Centro de Investigación Turipaná",9
3966,"Dubert Yamil Cañar Serna",142,2010,2023,14,2.96,10.14,6,48,8.6,23.46,4.84,11,5,4292,"Centro de Investigación Palmira",9
3966,"Dubert Yamil Cañar Serna",142,2010,2023,14,2.96,10.14,6,48,8.6,23.46,4.84,11,5,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
3966,"Dubert Yamil Cañar Serna",142,2010,2023,14,2.96,10.14,6,48,8.6,23.46,4.84,11,5,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
3974,"Carol Viviana Amaya Gomez",192,2010,2023,14,9.6,13.71,5,20,12.53,37.54,6.13,13,6,4281,"Red de Innovación de Ganadería y Especies Menores",13
3974,"Carol Viviana Amaya Gomez",192,2010,2023,14,9.6,13.71,5,20,12.53,37.54,6.13,13,6,4286,"Centro de Investigación La Libertad",9
3974,"Carol Viviana Amaya Gomez",192,2010,2023,14,9.6,13.71,5,20,12.53,37.54,6.13,13,6,4218,"Bioprospección de Biomoléculas y Microorganismos con Aplicaciones Agropecuarias",12
3986,"Jose Luis Contreras Santos",150,2004,2023,20,4.29,7.5,6,35,9.75,40.65,6.38,12,7,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3986,"Jose Luis Contreras Santos",150,2004,2023,20,4.29,7.5,6,35,9.75,40.65,6.38,12,7,4294,"Centro de Investigación Turipaná",9
3986,"Jose Luis Contreras Santos",150,2004,2023,20,4.29,7.5,6,35,9.75,40.65,6.38,12,7,4277,"Red de Innovación de Cultivos Permanentes",13
3989,"Sair Jaramillo Bonilla",2,2017,2023,7,0.29,0.29,1,7,1.0,0.67,0.82,1,1,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
3989,"Sair Jaramillo Bonilla",2,2017,2023,7,0.29,0.29,1,7,1.0,0.67,0.82,1,1,4287,"Centro de Investigación La Selva",9
3989,"Sair Jaramillo Bonilla",2,2017,2023,7,0.29,0.29,1,7,1.0,0.67,0.82,1,1,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
3991,"Jaime Andres Cubides Cardenas",51,2015,2023,9,1.65,5.67,4,31,5.0,12.19,3.49,6,3,4224,"Grupo de Investigación e Innovación en salud y bienestar animal",12
3991,"Jaime Andres Cubides Cardenas",51,2015,2023,9,1.65,5.67,4,31,5.0,12.19,3.49,6,3,4281,"Red de Innovación de Ganadería y Especies Menores",13
3991,"Jaime Andres Cubides Cardenas",51,2015,2023,9,1.65,5.67,4,31,5.0,12.19,3.49,6,3,4293,"Centro de Investigación Tibaitatá",9
3992,"Clara Viviana Rua Bustamante",92,2006,2023,18,1.42,5.11,6,65,4.8,13.33,3.65,8,4,4281,"Red de Innovación de Ganadería y Especies Menores",13
3992,"Clara Viviana Rua Bustamante",92,2006,2023,18,1.42,5.11,6,65,4.8,13.33,3.65,8,4,4289,"Centro de Investigación Motilonia",9
3992,"Clara Viviana Rua Bustamante",92,2006,2023,18,1.42,5.11,6,65,4.8,13.33,3.65,8,4,4230,"Microbiología y Nutrición Animal del Trópico",12
4004,"Daniel Ricardo Torres Cuesta",24,2007,2023,17,1.33,1.41,2,18,4.0,6.25,2.5,4,3,4293,"Centro de Investigación Tibaitatá",9
4004,"Daniel Ricardo Torres Cuesta",24,2007,2023,17,1.33,1.41,2,18,4.0,6.25,2.5,4,3,4281,"Red de Innovación de Ganadería y Especies Menores",13
4004,"Daniel Ricardo Torres Cuesta",24,2007,2023,17,1.33,1.41,2,18,4.0,6.25,2.5,4,3,4237,"Sistemas Agropecuarios sostenibles",12
4005,"Lucas Esteban Cano Gallego",9,1972,2023,52,0.56,0.17,2,16,1.41,4.17,2.04,2,2,4277,"Red de Innovación de Cultivos Permanentes",13
4005,"Lucas Esteban Cano Gallego",9,1972,2023,52,0.56,0.17,2,16,1.41,4.17,2.04,2,2,4227,"Investigación en frutas del trópico",12
4005,"Lucas Esteban Cano Gallego",9,1972,2023,52,0.56,0.17,2,16,1.41,4.17,2.04,2,2,4287,"Centro de Investigación La Selva",9
4006,"Edwin Andres Villagran Munar",660,2012,2023,12,6.8,55.0,14,97,15.62,145.14,12.05,23,13,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4006,"Edwin Andres Villagran Munar",660,2012,2023,12,6.8,55.0,14,97,15.62,145.14,12.05,23,13,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4006,"Edwin Andres Villagran Munar",660,2012,2023,12,6.8,55.0,14,97,15.62,145.14,12.05,23,13,4305,"Sede Central",9
4007,"German Andres Aguilera Arango",71,2008,2023,16,2.54,4.44,5,28,4.47,19.47,4.41,7,5,4292,"Centro de Investigación Palmira",9
4007,"German Andres Aguilera Arango",71,2008,2023,16,2.54,4.44,5,28,4.47,19.47,4.41,7,5,4227,"Investigación en frutas del trópico",12
4007,"German Andres Aguilera Arango",71,2008,2023,16,2.54,4.44,5,28,4.47,19.47,4.41,7,5,4279,"Red de Innovación de Frutales",13
4013,"Javier Castillo Sierra",52,2007,2023,17,1.58,3.06,4,33,4.36,15.57,3.95,6,4,4230,"Microbiología y Nutrición Animal del Trópico",12
4013,"Javier Castillo Sierra",52,2007,2023,17,1.58,3.06,4,33,4.36,15.57,3.95,6,4,4281,"Red de Innovación de Ganadería y Especies Menores",13
4013,"Javier Castillo Sierra",52,2007,2023,17,1.58,3.06,4,33,4.36,15.57,3.95,6,4,4293,"Centro de Investigación Tibaitatá",9
4020,"Luis Carlos Grajales Guzman",9,2012,2023,12,0.82,0.75,2,11,1.41,1.4,1.18,2,1,4227,"Investigación en frutas del trópico",12
4020,"Luis Carlos Grajales Guzman",9,2012,2023,12,0.82,0.75,2,11,1.41,1.4,1.18,2,1,4279,"Red de Innovación de Frutales",13
4020,"Luis Carlos Grajales Guzman",9,2012,2023,12,0.82,0.75,2,11,1.41,1.4,1.18,2,1,4292,"Centro de Investigación Palmira",9
4025,"Carol Liliana Puentes Diaz",4,2009,2023,15,0.33,0.27,2,12,0.0,1.07,1.03,2,1,4292,"Centro de Investigación Palmira",9
4025,"Carol Liliana Puentes Diaz",4,2009,2023,15,0.33,0.27,2,12,0.0,1.07,1.03,2,1,4279,"Red de Innovación de Frutales",13
4025,"Carol Liliana Puentes Diaz",4,2009,2023,15,0.33,0.27,2,12,0.0,1.07,1.03,2,1,4227,"Investigación en frutas del trópico",12
4041,"Carlos Felipe Gonzalez Chavarro",56,2016,2023,8,3.73,7.0,5,15,4.12,13.33,3.65,7,5,4286,"Centro de Investigación La Libertad",9
4041,"Carlos Felipe Gonzalez Chavarro",56,2016,2023,8,3.73,7.0,5,15,4.12,13.33,3.65,7,5,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4041,"Carlos Felipe Gonzalez Chavarro",56,2016,2023,8,3.73,7.0,5,15,4.12,13.33,3.65,7,5,4279,"Red de Innovación de Frutales",13
4044,"Jazmin Vanessa Perez Pazos",203,2011,2023,13,8.46,15.62,7,24,10.44,36.77,6.06,13,8,4275,"Red de Innovación de Raíces y Tubérculos",13
4044,"Jazmin Vanessa Perez Pazos",203,2011,2023,13,8.46,15.62,7,24,10.44,36.77,6.06,13,8,4294,"Centro de Investigación Turipaná",9
4044,"Jazmin Vanessa Perez Pazos",203,2011,2023,13,8.46,15.62,7,24,10.44,36.77,6.06,13,8,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4044,"Jazmin Vanessa Perez Pazos",203,2011,2023,13,8.46,15.62,7,24,10.44,36.77,6.06,13,8,4236,"Sistemas agrícolas del trópico (SAT)",12
4045,"Milena Esther Arias Robles",15,2013,2023,11,0.88,1.36,2,17,2.45,3.8,1.95,3,2,4236,"Sistemas agrícolas del trópico (SAT)",12
4045,"Milena Esther Arias Robles",15,2013,2023,11,0.88,1.36,2,17,2.45,3.8,1.95,3,2,4296,"Sede Carmen de Bolívar",9
4045,"Milena Esther Arias Robles",15,2013,2023,11,0.88,1.36,2,17,2.45,3.8,1.95,3,2,4222,"Estudios Socioeconómicos-Corpoica",12
4049,"Juan Camilo Gomez Correa",51,2012,2023,12,2.83,4.25,3,18,5.2,8.85,2.97,6,3,4279,"Red de Innovación de Frutales",13
4049,"Juan Camilo Gomez Correa",51,2012,2023,12,2.83,4.25,3,18,5.2,8.85,2.97,6,3,4236,"Sistemas agrícolas del trópico (SAT)",12
4049,"Juan Camilo Gomez Correa",51,2012,2023,12,2.83,4.25,3,18,5.2,8.85,2.97,6,3,4282,"Centro de Investigación Caribia",9
4051,"Yanine Rozo Leguizamon",14,2017,2023,7,0.54,2.0,2,26,1.73,2.71,1.65,3,2,4292,"Centro de Investigación Palmira",9
4051,"Yanine Rozo Leguizamon",14,2017,2023,7,0.54,2.0,2,26,1.73,2.71,1.65,3,2,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4051,"Yanine Rozo Leguizamon",14,2017,2023,7,0.54,2.0,2,26,1.73,2.71,1.65,3,2,4236,"Sistemas agrícolas del trópico (SAT)",12
4054,"Margareth Gisseth Natalie Santander Muñoz",243,2013,2023,11,18.69,22.09,7,13,13.67,61.63,7.85,13,6,4292,"Centro de Investigación Palmira",9
4054,"Margareth Gisseth Natalie Santander Muñoz",243,2013,2023,11,18.69,22.09,7,13,13.67,61.63,7.85,13,6,4226,"Innovaciones tecnológicas para agregar valor a recursos agrícolas (ITAV)",12
4054,"Margareth Gisseth Natalie Santander Muñoz",243,2013,2023,11,18.69,22.09,7,13,13.67,61.63,7.85,13,6,4280,"Red de Innovación de Cacao",13
4055,"Fabian Andres Velasquez Ayala",149,2018,2023,6,18.63,24.83,4,8,11.31,31.25,5.59,8,5,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4055,"Fabian Andres Velasquez Ayala",149,2018,2023,6,18.63,24.83,4,8,11.31,31.25,5.59,8,5,4226,"Innovaciones tecnológicas para agregar valor a recursos agrícolas (ITAV)",12
4055,"Fabian Andres Velasquez Ayala",149,2018,2023,6,18.63,24.83,4,8,11.31,31.25,5.59,8,5,4293,"Centro de Investigación Tibaitatá",9
4064,"Yuly Paola Sandoval Caceres",18,2017,2023,7,1.06,2.57,2,17,2.45,5.19,2.28,3,3,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
4064,"Yuly Paola Sandoval Caceres",18,2017,2023,7,1.06,2.57,2,17,2.45,5.19,2.28,3,3,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4064,"Yuly Paola Sandoval Caceres",18,2017,2023,7,1.06,2.57,2,17,2.45,5.19,2.28,3,3,4293,"Centro de Investigación Tibaitatá",9
4065,"Oscar Javier Súarez Castillo",48,2007,2023,17,1.55,2.82,4,31,4.36,13.57,3.68,6,4,4293,"Centro de Investigación Tibaitatá",9
4069,"Diego Alejandro Rojas Ramirez",17,2013,2024,11,1.55,1.55,2,11,3.46,4.62,2.15,4,2,4275,"Red de Innovación de Raíces y Tubérculos",13
4069,"Diego Alejandro Rojas Ramirez",17,2013,2024,11,1.55,1.55,2,11,3.46,4.62,2.15,4,2,4293,"Centro de Investigación Tibaitatá",9
4069,"Diego Alejandro Rojas Ramirez",17,2013,2024,11,1.55,1.55,2,11,3.46,4.62,2.15,4,2,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
4071,"Lina Vanessa Garavito Morales",0,2014,2014,10,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4292,"Centro de Investigación Palmira",9
4071,"Lina Vanessa Garavito Morales",0,2014,2014,10,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4227,"Investigación en frutas del trópico",12
4071,"Lina Vanessa Garavito Morales",0,2014,2014,10,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4279,"Red de Innovación de Frutales",13
4079,"Astrid Veronica Bermudez Diaz",0,2013,2013,11,0.0,0.0,0,1,0.0,0.0,0.0,0,0,4305,"Sede Central",9
4081,"David Felipe Nieto Sierra",112,1987,2022,37,3.61,3.03,5,31,7.87,26.25,5.12,10,5,4285,"Centro de Investigación El Nus",9
4081,"David Felipe Nieto Sierra",112,1987,2022,37,3.61,3.03,5,31,7.87,26.25,5.12,10,5,4230,"Microbiología y Nutrición Animal del Trópico",12
4081,"David Felipe Nieto Sierra",112,1987,2022,37,3.61,3.03,5,31,7.87,26.25,5.12,10,5,4281,"Red de Innovación de Ganadería y Especies Menores",13
4082,"Zahara Lucia Lasso Paredes",14,2012,2023,12,0.7,1.17,2,20,2.45,3.5,1.87,3,2,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4082,"Zahara Lucia Lasso Paredes",14,2012,2023,12,0.7,1.17,2,20,2.45,3.5,1.87,3,2,4293,"Centro de Investigación Tibaitatá",9
4082,"Zahara Lucia Lasso Paredes",14,2012,2023,12,0.7,1.17,2,20,2.45,3.5,1.87,3,2,4275,"Red de Innovación de Raíces y Tubérculos",13
4083,"Oscar Alfredo Forero Larrañaga",182,2002,2015,22,10.71,8.27,6,17,11.75,14.7,3.83,13,4,4277,"Red de Innovación de Cultivos Permanentes",13
4083,"Oscar Alfredo Forero Larrañaga",182,2002,2015,22,10.71,8.27,6,17,11.75,14.7,3.83,13,4,4293,"Centro de Investigación Tibaitatá",9
4083,"Oscar Alfredo Forero Larrañaga",182,2002,2015,22,10.71,8.27,6,17,11.75,14.7,3.83,13,4,4222,"Estudios Socioeconómicos-Corpoica",12
4083,"Oscar Alfredo Forero Larrañaga",182,2002,2015,22,10.71,8.27,6,17,11.75,14.7,3.83,13,4,4219,"Cambios socio-técnicos para el desarrollo de la innovación en el sector agropecuario",12
4093,"Joan Fernando Diaz Calderon",1,2016,2016,8,0.33,0.13,1,3,0.0,0.13,0.35,1,0,4292,"Centro de Investigación Palmira",9
4093,"Joan Fernando Diaz Calderon",1,2016,2016,8,0.33,0.13,1,3,0.0,0.13,0.35,1,0,4277,"Red de Innovación de Cultivos Permanentes",13
4100,"Kelly Johana Pedroza Berrio",5,2017,2022,7,1.67,0.71,2,3,1.0,1.79,1.34,2,1,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4100,"Kelly Johana Pedroza Berrio",5,2017,2022,7,1.67,0.71,2,3,1.0,1.79,1.34,2,1,4279,"Red de Innovación de Frutales",13
4100,"Kelly Johana Pedroza Berrio",5,2017,2022,7,1.67,0.71,2,3,1.0,1.79,1.34,2,1,4290,"Centro de Investigación Nataima",9
4102,"Ivania Ceron Souza",407,2001,2023,23,11.97,17.7,11,34,16.31,41.61,6.45,20,8,4293,"Centro de Investigación Tibaitatá",9
4102,"Ivania Ceron Souza",407,2001,2023,23,11.97,17.7,11,34,16.31,41.61,6.45,20,8,4275,"Red de Innovación de Raíces y Tubérculos",13
4102,"Ivania Ceron Souza",407,2001,2023,23,11.97,17.7,11,34,16.31,41.61,6.45,20,8,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4104,"Manuel Alejandro Guzman Hernandez",77,2008,2023,16,8.56,4.81,5,9,6.32,18.65,4.32,8,5,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4104,"Manuel Alejandro Guzman Hernandez",77,2008,2023,16,8.56,4.81,5,9,6.32,18.65,4.32,8,5,4279,"Red de Innovación de Frutales",13
4104,"Manuel Alejandro Guzman Hernandez",77,2008,2023,16,8.56,4.81,5,9,6.32,18.65,4.32,8,5,4287,"Centro de Investigación La Selva",9
4106,"Diego Fernando Sanchez Vivas",1,2018,2023,6,0.2,0.17,1,5,0.0,1.0,1.0,1,1,4220,"Control biológico de plagas agrícolas",12
4106,"Diego Fernando Sanchez Vivas",1,2018,2023,6,0.2,0.17,1,5,0.0,1.0,1.0,1,1,4293,"Centro de Investigación Tibaitatá",9
4106,"Diego Fernando Sanchez Vivas",1,2018,2023,6,0.2,0.17,1,5,0.0,1.0,1.0,1,1,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
4106,"Diego Fernando Sanchez Vivas",1,2018,2023,6,0.2,0.17,1,5,0.0,1.0,1.0,1,1,4275,"Red de Innovación de Raíces y Tubérculos",13
4107,"Jorge Enrique Villamil Carvajal",243,1987,2023,37,6.08,6.57,9,40,10.68,33.03,5.75,15,6,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4107,"Jorge Enrique Villamil Carvajal",243,1987,2023,37,6.08,6.57,9,40,10.68,33.03,5.75,15,6,4275,"Red de Innovación de Raíces y Tubérculos",13
4107,"Jorge Enrique Villamil Carvajal",243,1987,2023,37,6.08,6.57,9,40,10.68,33.03,5.75,15,6,4290,"Centro de Investigación Nataima",9
4109,"Madeleyne Parra Fuentes",26,2006,2023,18,1.73,1.44,3,15,2.83,3.39,1.84,4,2,4236,"Sistemas agrícolas del trópico (SAT)",12
